"bin","type","target","value","location"
"17.0","bin","3 wk ahead","7.00689641386032e-05","HHS Region 1"
"17.0","bin","4 wk ahead","0","HHS Region 1"
"17.1","bin","1 wk ahead","3.42879945979055e-05","HHS Region 1"
"17.1","bin","2 wk ahead","0.000374313409043597","HHS Region 1"
"17.1","bin","3 wk ahead","6.30900665333749e-05","HHS Region 1"
"17.1","bin","4 wk ahead","0","HHS Region 1"
"17.2","bin","1 wk ahead","2.70982317535211e-05","HHS Region 1"
"17.2","bin","2 wk ahead","0.000468538036454494","HHS Region 1"
"17.2","bin","3 wk ahead","9.36197306482612e-05","HHS Region 1"
"17.2","bin","4 wk ahead","0","HHS Region 1"
"17.3","bin","1 wk ahead","2.28586630652703e-05","HHS Region 1"
"17.3","bin","2 wk ahead","0.000447984489096227","HHS Region 1"
"17.3","bin","3 wk ahead","6.64473944509037e-05","HHS Region 1"
"17.3","bin","4 wk ahead","4.2049050780704e-06","HHS Region 1"
"17.4","bin","1 wk ahead","3.85275632861562e-05","HHS Region 1"
"17.4","bin","2 wk ahead","0.000357396417676353","HHS Region 1"
"17.4","bin","3 wk ahead","8.74161834384839e-05","HHS Region 1"
"17.4","bin","4 wk ahead","3.36557309868821e-06","HHS Region 1"
"17.5","bin","1 wk ahead","5.94963522737364e-05","HHS Region 1"
"17.5","bin","2 wk ahead","0.00038626451173439","HHS Region 1"
"17.5","bin","3 wk ahead","5.54556067726851e-05","HHS Region 1"
"17.5","bin","4 wk ahead","4.2049050780704e-06","HHS Region 1"
"17.6","bin","1 wk ahead","4.80670207411013e-05","HHS Region 1"
"17.6","bin","2 wk ahead","0.000526415481576219","HHS Region 1"
"17.6","bin","3 wk ahead","6.96053467349354e-05","HHS Region 1"
"17.6","bin","4 wk ahead","2.01851934109698e-05","HHS Region 1"
"17.7","bin","1 wk ahead","1.14293315326352e-05","HHS Region 1"
"17.7","bin","2 wk ahead","0.000543808691232048","HHS Region 1"
"17.7","bin","3 wk ahead","0.000106826026454003","HHS Region 1"
"17.7","bin","4 wk ahead","0","HHS Region 1"
"17.8","bin","1 wk ahead","3.42879945979055e-05","HHS Region 1"
"17.8","bin","2 wk ahead","0.000761773452886118","HHS Region 1"
"17.8","bin","3 wk ahead","7.09722777019166e-05","HHS Region 1"
"17.8","bin","4 wk ahead","4.2049050780704e-06","HHS Region 1"
"17.9","bin","1 wk ahead","0","HHS Region 1"
"17.9","bin","2 wk ahead","0.000498610952021125","HHS Region 1"
"17.9","bin","3 wk ahead","9.67639707681185e-05","HHS Region 1"
"17.9","bin","4 wk ahead","4.2049050780704e-06","HHS Region 1"
"18.0","bin","1 wk ahead","0","HHS Region 1"
"18.0","bin","2 wk ahead","0.00051349008395619","HHS Region 1"
"18.0","bin","3 wk ahead","0.000108512935593927","HHS Region 1"
"18.0","bin","4 wk ahead","0","HHS Region 1"
"18.1","bin","1 wk ahead","0","HHS Region 1"
"18.1","bin","2 wk ahead","0.000508764672279117","HHS Region 1"
"18.1","bin","3 wk ahead","5.97244934346867e-05","HHS Region 1"
"18.1","bin","4 wk ahead","6.73114619737642e-06","HHS Region 1"
"18.2","bin","1 wk ahead","0","HHS Region 1"
"18.2","bin","2 wk ahead","0.000640742786719868","HHS Region 1"
"18.2","bin","3 wk ahead","0.000124165885125466","HHS Region 1"
"18.2","bin","4 wk ahead","3.36557309868821e-06","HHS Region 1"
"18.3","bin","1 wk ahead","2.28586630652703e-05","HHS Region 1"
"18.3","bin","2 wk ahead","0.000530480269667879","HHS Region 1"
"18.3","bin","3 wk ahead","0.000120280073667596","HHS Region 1"
"18.3","bin","4 wk ahead","3.36557309868821e-06","HHS Region 1"
"18.4","bin","1 wk ahead","1.14293315326352e-05","HHS Region 1"
"18.4","bin","2 wk ahead","0.000686944819013324","HHS Region 1"
"18.4","bin","3 wk ahead","0.000150890209728733","HHS Region 1"
"18.4","bin","4 wk ahead","1.68196203122816e-05","HHS Region 1"
"18.5","bin","1 wk ahead","0","HHS Region 1"
"18.5","bin","2 wk ahead","0.000743184228929147","HHS Region 1"
"18.5","bin","3 wk ahead","0.000114444880405116","HHS Region 1"
"18.5","bin","4 wk ahead","1.09360512754468e-05","HHS Region 1"
"18.6","bin","1 wk ahead","0","HHS Region 1"
"18.6","bin","2 wk ahead","0.000650036249099121","HHS Region 1"
"18.6","bin","3 wk ahead","9.31003768418216e-05","HHS Region 1"
"18.6","bin","4 wk ahead","8.4098101561408e-06","HHS Region 1"
"18.7","bin","1 wk ahead","1.14293315326352e-05","HHS Region 1"
"18.7","bin","2 wk ahead","0.00071240032455741","HHS Region 1"
"18.7","bin","3 wk ahead","0.000142880035392328","HHS Region 1"
"18.7","bin","4 wk ahead","0","HHS Region 1"
"18.8","bin","1 wk ahead","0","HHS Region 1"
"18.8","bin","2 wk ahead","0.000852177093462513","HHS Region 1"
"18.8","bin","3 wk ahead","9.81050868456757e-05","HHS Region 1"
"18.8","bin","4 wk ahead","4.2049050780704e-06","HHS Region 1"
"18.9","bin","1 wk ahead","0","HHS Region 1"
"18.9","bin","2 wk ahead","0.000586280979743391","HHS Region 1"
"18.9","bin","3 wk ahead","9.35802035946627e-05","HHS Region 1"
"18.9","bin","4 wk ahead","1.59802883328994e-05","HHS Region 1"
"19.0","bin","1 wk ahead","1.14293315326352e-05","HHS Region 1"
"19.0","bin","2 wk ahead","0.000669964947761413","HHS Region 1"
"19.0","bin","3 wk ahead","0.000116931335810996","HHS Region 1"
"19.0","bin","4 wk ahead","4.2049050780704e-06","HHS Region 1"
"19.1","bin","1 wk ahead","0","HHS Region 1"
"19.1","bin","2 wk ahead","0.000750523682366882","HHS Region 1"
"19.1","bin","3 wk ahead","0.000100518970606696","HHS Region 1"
"19.1","bin","4 wk ahead","2.01851934109698e-05","HHS Region 1"
"19.2","bin","1 wk ahead","0","HHS Region 1"
"19.2","bin","2 wk ahead","0.000750513712786874","HHS Region 1"
"19.2","bin","3 wk ahead","0.000101254190408951","HHS Region 1"
"19.2","bin","4 wk ahead","1.59802883328994e-05","HHS Region 1"
"19.3","bin","1 wk ahead","0","HHS Region 1"
"19.3","bin","2 wk ahead","0.000664351984803831","HHS Region 1"
"19.3","bin","3 wk ahead","0.000136261246553238","HHS Region 1"
"19.3","bin","4 wk ahead","1.1775383254829e-05","HHS Region 1"
"19.4","bin","1 wk ahead","0","HHS Region 1"
"19.4","bin","2 wk ahead","0.000741985477943166","HHS Region 1"
"19.4","bin","3 wk ahead","0.000157397589628903","HHS Region 1"
"19.4","bin","4 wk ahead","8.4098101561408e-06","HHS Region 1"
"19.5","bin","1 wk ahead","0","HHS Region 1"
"19.5","bin","2 wk ahead","0.000770784752520504","HHS Region 1"
"19.5","bin","3 wk ahead","0.00012926944788996","HHS Region 1"
"19.5","bin","4 wk ahead","1.51409563535172e-05","HHS Region 1"
"19.6","bin","1 wk ahead","0","HHS Region 1"
"19.6","bin","2 wk ahead","0.000717387535106286","HHS Region 1"
"19.6","bin","3 wk ahead","0.000147940481798954","HHS Region 1"
"19.6","bin","4 wk ahead","6.73114619737642e-06","HHS Region 1"
"19.7","bin","1 wk ahead","0","HHS Region 1"
"19.7","bin","2 wk ahead","0.000509421984380076","HHS Region 1"
"19.7","bin","3 wk ahead","0.000115076591569842","HHS Region 1"
"19.7","bin","4 wk ahead","6.20354720977737e-06","HHS Region 1"
"19.8","bin","1 wk ahead","0","HHS Region 1"
"19.8","bin","2 wk ahead","0.000675173654149011","HHS Region 1"
"19.8","bin","3 wk ahead","0.000154949926810446","HHS Region 1"
"19.8","bin","4 wk ahead","3.36392406245632e-05","HHS Region 1"
"19.9","bin","1 wk ahead","0","HHS Region 1"
"19.9","bin","2 wk ahead","0.000582870965054387","HHS Region 1"
"19.9","bin","3 wk ahead","0.000237542739943953","HHS Region 1"
"19.9","bin","4 wk ahead","2.94343355464928e-05","HHS Region 1"
"20.0","bin","1 wk ahead","0","HHS Region 1"
"20.0","bin","2 wk ahead","0.000611489337419222","HHS Region 1"
"20.0","bin","3 wk ahead","0.000172344171105583","HHS Region 1"
"20.0","bin","4 wk ahead","1.76671974728232e-05","HHS Region 1"
"20.1","bin","1 wk ahead","0","HHS Region 1"
"20.1","bin","2 wk ahead","0.000483357724529264","HHS Region 1"
"20.1","bin","3 wk ahead","0.000163316361948891","HHS Region 1"
"20.1","bin","4 wk ahead","2.6077007628964e-05","HHS Region 1"
"20.2","bin","1 wk ahead","0","HHS Region 1"
"20.2","bin","2 wk ahead","0.000712520610957067","HHS Region 1"
"20.2","bin","3 wk ahead","0.000210058131081839","HHS Region 1"
"20.2","bin","4 wk ahead","2.01851934109698e-05","HHS Region 1"
"20.3","bin","1 wk ahead","0","HHS Region 1"
"20.3","bin","2 wk ahead","0.000348785590514478","HHS Region 1"
"20.3","bin","3 wk ahead","0.000185945101974402","HHS Region 1"
"20.3","bin","4 wk ahead","2.18721025508936e-05","HHS Region 1"
"20.4","bin","1 wk ahead","0","HHS Region 1"
"20.4","bin","2 wk ahead","0.000642373384657404","HHS Region 1"
"20.4","bin","3 wk ahead","0.000219995605337602","HHS Region 1"
"20.4","bin","4 wk ahead","1.59802883328994e-05","HHS Region 1"
"20.5","bin","1 wk ahead","0","HHS Region 1"
"20.5","bin","2 wk ahead","0.000516331596278249","HHS Region 1"
"20.5","bin","3 wk ahead","0.000270884512187205","HHS Region 1"
"20.5","bin","4 wk ahead","1.51409563535172e-05","HHS Region 1"
"20.6","bin","1 wk ahead","0","HHS Region 1"
"20.6","bin","2 wk ahead","0.000468346883648838","HHS Region 1"
"20.6","bin","3 wk ahead","0.000160145301040282","HHS Region 1"
"20.6","bin","4 wk ahead","1.1775383254829e-05","HHS Region 1"
"20.7","bin","1 wk ahead","0","HHS Region 1"
"20.7","bin","2 wk ahead","0.000473224930170628","HHS Region 1"
"20.7","bin","3 wk ahead","0.000122849827117839","HHS Region 1"
"20.7","bin","4 wk ahead","2.77556715877284e-05","HHS Region 1"
"20.8","bin","1 wk ahead","0","HHS Region 1"
"20.8","bin","2 wk ahead","0.000535544027558959","HHS Region 1"
"20.8","bin","3 wk ahead","0.000224581225748047","HHS Region 1"
"20.8","bin","4 wk ahead","1.59802883328994e-05","HHS Region 1"
"20.9","bin","1 wk ahead","0","HHS Region 1"
"20.9","bin","2 wk ahead","0.00060671915843205","HHS Region 1"
"20.9","bin","3 wk ahead","0.000195394504296164","HHS Region 1"
"20.9","bin","4 wk ahead","3.19605766657988e-05","HHS Region 1"
"21.0","bin","1 wk ahead","0","HHS Region 1"
"21.0","bin","2 wk ahead","0.000482068349997147","HHS Region 1"
"21.0","bin","3 wk ahead","0.000212817057472393","HHS Region 1"
"21.0","bin","4 wk ahead","3.02819127070344e-05","HHS Region 1"
"21.1","bin","1 wk ahead","0","HHS Region 1"
"21.1","bin","2 wk ahead","0.000453053784223609","HHS Region 1"
"21.1","bin","3 wk ahead","0.000216298037560664","HHS Region 1"
"21.1","bin","4 wk ahead","1.85065294522054e-05","HHS Region 1"
"21.2","bin","1 wk ahead","0","HHS Region 1"
"21.2","bin","2 wk ahead","0.000477586496884059","HHS Region 1"
"21.2","bin","3 wk ahead","0.00014984955099049","HHS Region 1"
"21.2","bin","4 wk ahead","2.27114345302758e-05","HHS Region 1"
"21.3","bin","1 wk ahead","0","HHS Region 1"
"21.3","bin","2 wk ahead","0.000290483074690005","HHS Region 1"
"21.3","bin","3 wk ahead","0.000184059522927176","HHS Region 1"
"21.3","bin","4 wk ahead","4.71015330193161e-05","HHS Region 1"
"21.4","bin","1 wk ahead","0","HHS Region 1"
"21.4","bin","2 wk ahead","0.000491365523027255","HHS Region 1"
"21.4","bin","3 wk ahead","0.000182866331530815","HHS Region 1"
"21.4","bin","4 wk ahead","3.95310548425574e-05","HHS Region 1"
"21.5","bin","1 wk ahead","0","HHS Region 1"
"21.5","bin","2 wk ahead","0.000456257781150219","HHS Region 1"
"21.5","bin","3 wk ahead","0.000230513256779179","HHS Region 1"
"21.5","bin","4 wk ahead","6.24984859618446e-05","HHS Region 1"
"21.6","bin","1 wk ahead","0","HHS Region 1"
"21.6","bin","2 wk ahead","0.000395843499436265","HHS Region 1"
"21.6","bin","3 wk ahead","0.000246124095852179","HHS Region 1"
"21.6","bin","4 wk ahead","3.36392406245632e-05","HHS Region 1"
"21.7","bin","1 wk ahead","0","HHS Region 1"
"21.7","bin","2 wk ahead","0.000351186493384168","HHS Region 1"
"21.7","bin","3 wk ahead","0.000308413290887149","HHS Region 1"
"21.7","bin","4 wk ahead","8.57375194797195e-05","HHS Region 1"
"21.8","bin","1 wk ahead","0","HHS Region 1"
"21.8","bin","2 wk ahead","0.000313009982576866","HHS Region 1"
"21.8","bin","3 wk ahead","0.000299955657402951","HHS Region 1"
"21.8","bin","4 wk ahead","5.58313213483994e-05","HHS Region 1"
"21.9","bin","1 wk ahead","0","HHS Region 1"
"21.9","bin","2 wk ahead","0.000273671546278985","HHS Region 1"
"21.9","bin","3 wk ahead","0.000307673415208004","HHS Region 1"
"21.9","bin","4 wk ahead","7.22834722661261e-05","HHS Region 1"
"22.0","bin","1 wk ahead","0","HHS Region 1"
"22.0","bin","2 wk ahead","0.000251041937667388","HHS Region 1"
"22.0","bin","3 wk ahead","0.000317075386981447","HHS Region 1"
"22.0","bin","4 wk ahead","4.37359599206278e-05","HHS Region 1"
"22.1","bin","1 wk ahead","0","HHS Region 1"
"22.1","bin","2 wk ahead","0.000312321107590322","HHS Region 1"
"22.1","bin","3 wk ahead","0.00042787102429068","HHS Region 1"
"22.1","bin","4 wk ahead","6.87577695743938e-05","HHS Region 1"
"22.2","bin","1 wk ahead","0","HHS Region 1"
"22.2","bin","2 wk ahead","0.000257510914566543","HHS Region 1"
"22.2","bin","3 wk ahead","0.000401745691980661","HHS Region 1"
"22.2","bin","4 wk ahead","6.0217773691875e-05","HHS Region 1"
"22.3","bin","1 wk ahead","0","HHS Region 1"
"22.3","bin","2 wk ahead","0.000272273403692851","HHS Region 1"
"22.3","bin","3 wk ahead","0.000317705686693782","HHS Region 1"
"22.3","bin","4 wk ahead","4.57346020523348e-05","HHS Region 1"
"22.4","bin","1 wk ahead","0","HHS Region 1"
"22.4","bin","2 wk ahead","0.000149730005443672","HHS Region 1"
"22.4","bin","3 wk ahead","0.000416454881215903","HHS Region 1"
"22.4","bin","4 wk ahead","4.87801969780804e-05","HHS Region 1"
"22.5","bin","1 wk ahead","0","HHS Region 1"
"22.5","bin","2 wk ahead","0.00019979566831648","HHS Region 1"
"22.5","bin","3 wk ahead","0.000455917218764359","HHS Region 1"
"22.5","bin","4 wk ahead","6.22424893728333e-05","HHS Region 1"
"22.6","bin","1 wk ahead","0","HHS Region 1"
"22.6","bin","2 wk ahead","0.000160699516443436","HHS Region 1"
"22.6","bin","3 wk ahead","0.000244792036061906","HHS Region 1"
"22.6","bin","4 wk ahead","8.07490188250387e-05","HHS Region 1"
"22.7","bin","1 wk ahead","0","HHS Region 1"
"22.7","bin","2 wk ahead","0.000260844072160216","HHS Region 1"
"22.7","bin","3 wk ahead","0.000423593822194233","HHS Region 1"
"22.7","bin","4 wk ahead","2.7548050773072e-05","HHS Region 1"
"22.8","bin","1 wk ahead","0","HHS Region 1"
"22.8","bin","2 wk ahead","0.000219015262239073","HHS Region 1"
"22.8","bin","3 wk ahead","0.000428060759257284","HHS Region 1"
"22.8","bin","4 wk ahead","9.64577047593504e-05","HHS Region 1"
"22.9","bin","1 wk ahead","0","HHS Region 1"
"22.9","bin","2 wk ahead","0.00020180754041935","HHS Region 1"
"22.9","bin","3 wk ahead","0.000442636361868419","HHS Region 1"
"22.9","bin","4 wk ahead","0.000108547599204107","HHS Region 1"
"23.0","bin","1 wk ahead","0","HHS Region 1"
"23.0","bin","2 wk ahead","0.000158809642365746","HHS Region 1"
"23.0","bin","3 wk ahead","0.000453188424647012","HHS Region 1"
"23.0","bin","4 wk ahead","6.79184375950116e-05","HHS Region 1"
"23.1","bin","1 wk ahead","0","HHS Region 1"
"23.1","bin","2 wk ahead","0.000149487721018835","HHS Region 1"
"23.1","bin","3 wk ahead","0.000332917934166348","HHS Region 1"
"23.1","bin","4 wk ahead","0.000118969763656129","HHS Region 1"
"23.2","bin","1 wk ahead","0","HHS Region 1"
"23.2","bin","2 wk ahead","0.000128532162002418","HHS Region 1"
"23.2","bin","3 wk ahead","0.000416693170783408","HHS Region 1"
"23.2","bin","4 wk ahead","6.9597101553776e-05","HHS Region 1"
"23.3","bin","1 wk ahead","0","HHS Region 1"
"23.3","bin","2 wk ahead","0.000114982190312896","HHS Region 1"
"23.3","bin","3 wk ahead","0.000522090874478102","HHS Region 1"
"23.3","bin","4 wk ahead","0.000113804924059231","HHS Region 1"
"23.4","bin","1 wk ahead","0","HHS Region 1"
"23.4","bin","2 wk ahead","0.00019945784580879","HHS Region 1"
"23.4","bin","3 wk ahead","0.000636323564411614","HHS Region 1"
"23.4","bin","4 wk ahead","0.000104939741680582","HHS Region 1"
"23.5","bin","1 wk ahead","0","HHS Region 1"
"23.5","bin","2 wk ahead","0.000105322446458294","HHS Region 1"
"23.5","bin","3 wk ahead","0.000484371182472342","HHS Region 1"
"23.5","bin","4 wk ahead","8.62947813208391e-05","HHS Region 1"
"23.6","bin","1 wk ahead","0","HHS Region 1"
"23.6","bin","2 wk ahead","9.12939732483788e-05","HHS Region 1"
"23.6","bin","3 wk ahead","0.000645445283052247","HHS Region 1"
"23.6","bin","4 wk ahead","8.35869929361279e-05","HHS Region 1"
"23.7","bin","1 wk ahead","0","HHS Region 1"
"23.7","bin","2 wk ahead","7.94048211828731e-05","HHS Region 1"
"23.7","bin","3 wk ahead","0.000406858413219037","HHS Region 1"
"23.7","bin","4 wk ahead","0.000117698096145518","HHS Region 1"
"23.8","bin","1 wk ahead","0","HHS Region 1"
"23.8","bin","2 wk ahead","8.14034633145801e-05","HHS Region 1"
"23.8","bin","3 wk ahead","0.000546990951153177","HHS Region 1"
"23.8","bin","4 wk ahead","7.66564711052544e-05","HHS Region 1"
"23.9","bin","1 wk ahead","0","HHS Region 1"
"23.9","bin","2 wk ahead","7.7514947105183e-05","HHS Region 1"
"23.9","bin","3 wk ahead","0.000489734676009885","HHS Region 1"
"23.9","bin","4 wk ahead","0.000126431473778871","HHS Region 1"
"24.0","bin","1 wk ahead","0","HHS Region 1"
"24.0","bin","2 wk ahead","6.98653637279281e-05","HHS Region 1"
"24.0","bin","3 wk ahead","0.000517916114446563","HHS Region 1"
"24.0","bin","4 wk ahead","0.000146733680425017","HHS Region 1"
"24.1","bin","1 wk ahead","0","HHS Region 1"
"24.1","bin","2 wk ahead","8.95447781833912e-05","HHS Region 1"
"24.1","bin","3 wk ahead","0.000684024795450372","HHS Region 1"
"24.1","bin","4 wk ahead","0.000126284245243876","HHS Region 1"
"24.2","bin","1 wk ahead","0","HHS Region 1"
"24.2","bin","2 wk ahead","7.62255725730659e-05","HHS Region 1"
"24.2","bin","3 wk ahead","0.000470168934565163","HHS Region 1"
"24.2","bin","4 wk ahead","0.000160643099861119","HHS Region 1"
"24.3","bin","1 wk ahead","0","HHS Region 1"
"24.3","bin","2 wk ahead","6.90358097286815e-05","HHS Region 1"
"24.3","bin","3 wk ahead","0.000410849087286866","HHS Region 1"
"24.3","bin","4 wk ahead","0.00014283226315757","HHS Region 1"
"24.4","bin","1 wk ahead","0","HHS Region 1"
"24.4","bin","2 wk ahead","4.23956868825075e-06","HHS Region 1"
"24.4","bin","3 wk ahead","0.000501925824600344","HHS Region 1"
"24.4","bin","4 wk ahead","8.91724197987684e-05","HHS Region 1"
"24.5","bin","1 wk ahead","0","HHS Region 1"
"24.5","bin","2 wk ahead","3.85275632861562e-05","HHS Region 1"
"24.5","bin","3 wk ahead","0.000530928571855109","HHS Region 1"
"24.5","bin","4 wk ahead","0.00013742791733398","HHS Region 1"
"24.6","bin","1 wk ahead","0","HHS Region 1"
"24.6","bin","2 wk ahead","4.23956868825075e-06","HHS Region 1"
"24.6","bin","3 wk ahead","0.00079721682345231","HHS Region 1"
"24.6","bin","4 wk ahead","0.00019403602607687","HHS Region 1"
"24.7","bin","1 wk ahead","0","HHS Region 1"
"24.7","bin","2 wk ahead","4.2767131974407e-05","HHS Region 1"
"24.7","bin","3 wk ahead","0.000650904040046161","HHS Region 1"
"24.7","bin","4 wk ahead","0.000156239164029321","HHS Region 1"
"24.8","bin","1 wk ahead","0","HHS Region 1"
"24.8","bin","2 wk ahead","2.5208357675831e-05","HHS Region 1"
"24.8","bin","3 wk ahead","0.00065070534459221","HHS Region 1"
"24.8","bin","4 wk ahead","0.000142179824080023","HHS Region 1"
"24.9","bin","1 wk ahead","0","HHS Region 1"
"24.9","bin","2 wk ahead","5.71466576631758e-05","HHS Region 1"
"24.9","bin","3 wk ahead","0.000661450939208203","HHS Region 1"
"24.9","bin","4 wk ahead","0.000141321692959864","HHS Region 1"
"25.0","bin","1 wk ahead","0","HHS Region 1"
"25.0","bin","2 wk ahead","0.000254254808861405","HHS Region 1"
"25.0","bin","3 wk ahead","0.0227353391849424","HHS Region 1"
"25.0","bin","4 wk ahead","0.0421898600908995","HHS Region 1"
"0.0","bin","1 wk ahead","0","HHS Region 4"
"0.0","bin","2 wk ahead","0","HHS Region 4"
"0.0","bin","3 wk ahead","0","HHS Region 4"
"0.0","bin","4 wk ahead","0","HHS Region 4"
"0.1","bin","1 wk ahead","0","HHS Region 4"
"0.1","bin","2 wk ahead","0","HHS Region 4"
"0.1","bin","3 wk ahead","0","HHS Region 4"
"0.1","bin","4 wk ahead","0","HHS Region 4"
"0.2","bin","1 wk ahead","0","HHS Region 4"
"0.2","bin","2 wk ahead","0","HHS Region 4"
"0.2","bin","3 wk ahead","0","HHS Region 4"
"0.2","bin","4 wk ahead","0","HHS Region 4"
"0.3","bin","1 wk ahead","0","HHS Region 4"
"0.3","bin","2 wk ahead","0","HHS Region 4"
"0.3","bin","3 wk ahead","0","HHS Region 4"
"0.3","bin","4 wk ahead","0","HHS Region 4"
"0.4","bin","1 wk ahead","0","HHS Region 4"
"0.4","bin","2 wk ahead","0","HHS Region 4"
"0.4","bin","3 wk ahead","0","HHS Region 4"
"0.4","bin","4 wk ahead","0","HHS Region 4"
"0.5","bin","1 wk ahead","0","HHS Region 4"
"0.5","bin","2 wk ahead","0","HHS Region 4"
"0.5","bin","3 wk ahead","0","HHS Region 4"
"0.5","bin","4 wk ahead","0","HHS Region 4"
"0.6","bin","1 wk ahead","0","HHS Region 4"
"0.6","bin","2 wk ahead","0","HHS Region 4"
"0.6","bin","3 wk ahead","0","HHS Region 4"
"0.6","bin","4 wk ahead","0","HHS Region 4"
"0.7","bin","1 wk ahead","0","HHS Region 4"
"0.7","bin","2 wk ahead","0","HHS Region 4"
"0.7","bin","3 wk ahead","0","HHS Region 4"
"0.7","bin","4 wk ahead","0","HHS Region 4"
"0.8","bin","1 wk ahead","0","HHS Region 4"
"0.8","bin","2 wk ahead","0","HHS Region 4"
"0.8","bin","3 wk ahead","0","HHS Region 4"
"0.8","bin","4 wk ahead","0","HHS Region 4"
"0.9","bin","1 wk ahead","0","HHS Region 4"
"0.9","bin","2 wk ahead","0","HHS Region 4"
"0.9","bin","3 wk ahead","0","HHS Region 4"
"0.9","bin","4 wk ahead","0","HHS Region 4"
"1.0","bin","1 wk ahead","0","HHS Region 4"
"1.0","bin","2 wk ahead","0","HHS Region 4"
"1.0","bin","3 wk ahead","0","HHS Region 4"
"1.0","bin","4 wk ahead","0","HHS Region 4"
"1.1","bin","1 wk ahead","0","HHS Region 4"
"1.1","bin","2 wk ahead","0","HHS Region 4"
"1.1","bin","3 wk ahead","0","HHS Region 4"
"1.1","bin","4 wk ahead","0","HHS Region 4"
"1.2","bin","1 wk ahead","0","HHS Region 4"
"1.2","bin","2 wk ahead","0","HHS Region 4"
"1.2","bin","3 wk ahead","0","HHS Region 4"
"1.2","bin","4 wk ahead","0","HHS Region 4"
"1.3","bin","1 wk ahead","0","HHS Region 4"
"1.3","bin","2 wk ahead","0","HHS Region 4"
"1.3","bin","3 wk ahead","0","HHS Region 4"
"1.3","bin","4 wk ahead","0","HHS Region 4"
"1.4","bin","1 wk ahead","0","HHS Region 4"
"1.4","bin","2 wk ahead","0","HHS Region 4"
"1.4","bin","3 wk ahead","0","HHS Region 4"
"1.4","bin","4 wk ahead","0","HHS Region 4"
"1.5","bin","1 wk ahead","0","HHS Region 4"
"1.5","bin","2 wk ahead","0","HHS Region 4"
"1.5","bin","3 wk ahead","0","HHS Region 4"
"1.5","bin","4 wk ahead","0","HHS Region 4"
"1.6","bin","1 wk ahead","0","HHS Region 4"
"1.6","bin","2 wk ahead","0","HHS Region 4"
"1.6","bin","3 wk ahead","0","HHS Region 4"
"1.6","bin","4 wk ahead","0","HHS Region 4"
"1.7","bin","1 wk ahead","0","HHS Region 4"
"1.7","bin","2 wk ahead","0","HHS Region 4"
"1.7","bin","3 wk ahead","0","HHS Region 4"
"1.7","bin","4 wk ahead","0","HHS Region 4"
"1.8","bin","1 wk ahead","0","HHS Region 4"
"1.8","bin","2 wk ahead","0","HHS Region 4"
"1.8","bin","3 wk ahead","0","HHS Region 4"
"1.8","bin","4 wk ahead","0","HHS Region 4"
"1.9","bin","1 wk ahead","0","HHS Region 4"
"1.9","bin","2 wk ahead","0","HHS Region 4"
"1.9","bin","3 wk ahead","0","HHS Region 4"
"1.9","bin","4 wk ahead","0","HHS Region 4"
"2.0","bin","1 wk ahead","0","HHS Region 4"
"2.0","bin","2 wk ahead","0","HHS Region 4"
"2.0","bin","3 wk ahead","0","HHS Region 4"
"2.0","bin","4 wk ahead","0","HHS Region 4"
"2.1","bin","1 wk ahead","0","HHS Region 4"
"2.1","bin","2 wk ahead","0","HHS Region 4"
"2.1","bin","3 wk ahead","0","HHS Region 4"
"2.1","bin","4 wk ahead","0","HHS Region 4"
"2.2","bin","1 wk ahead","0","HHS Region 4"
"2.2","bin","2 wk ahead","0","HHS Region 4"
"2.2","bin","3 wk ahead","0","HHS Region 4"
"2.2","bin","4 wk ahead","0","HHS Region 4"
"2.3","bin","1 wk ahead","0","HHS Region 4"
"2.3","bin","2 wk ahead","0","HHS Region 4"
"2.3","bin","3 wk ahead","0","HHS Region 4"
"2.3","bin","4 wk ahead","0","HHS Region 4"
"2.4","bin","1 wk ahead","0","HHS Region 4"
"2.4","bin","2 wk ahead","0","HHS Region 4"
"2.4","bin","3 wk ahead","0","HHS Region 4"
"2.4","bin","4 wk ahead","0","HHS Region 4"
"2.5","bin","1 wk ahead","0","HHS Region 4"
"2.5","bin","2 wk ahead","0","HHS Region 4"
"2.5","bin","3 wk ahead","0","HHS Region 4"
"2.5","bin","4 wk ahead","0","HHS Region 4"
"2.6","bin","1 wk ahead","0","HHS Region 4"
"2.6","bin","2 wk ahead","0","HHS Region 4"
"2.6","bin","3 wk ahead","0","HHS Region 4"
"2.6","bin","4 wk ahead","0","HHS Region 4"
"2.7","bin","1 wk ahead","0","HHS Region 4"
"2.7","bin","2 wk ahead","0","HHS Region 4"
"2.7","bin","3 wk ahead","0","HHS Region 4"
"2.7","bin","4 wk ahead","0","HHS Region 4"
"2.8","bin","1 wk ahead","0","HHS Region 4"
"2.8","bin","2 wk ahead","0","HHS Region 4"
"2.8","bin","3 wk ahead","0","HHS Region 4"
"2.8","bin","4 wk ahead","0","HHS Region 4"
"2.9","bin","1 wk ahead","0","HHS Region 4"
"2.9","bin","2 wk ahead","0","HHS Region 4"
"2.9","bin","3 wk ahead","0","HHS Region 4"
"2.9","bin","4 wk ahead","0","HHS Region 4"
"3.0","bin","1 wk ahead","0","HHS Region 4"
"3.0","bin","2 wk ahead","0","HHS Region 4"
"3.0","bin","3 wk ahead","0","HHS Region 4"
"3.0","bin","4 wk ahead","0","HHS Region 4"
